elapsed_s,timestamp,gpu_uuid,sm_clock_mhz,mem_clock_mhz,temp_c,power_w,util_pct
1072.3,2026/09/22 06:45:10.794,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,449.99,99
1077.4,2026/09/22 06:45:15.889,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,450.08,99
1082.5,2026/09/22 06:45:20.972,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,450.03,99
1087.6,2026/09/22 06:45:26.063,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,450.05,99
1092.6,2026/09/22 06:45:31.148,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,450.21,99
1097.7,2026/09/22 06:45:36.232,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,450.08,99
1102.8,2026/09/22 06:45:41.298,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,450.09,99
1107.8,2026/09/22 06:45:46.342,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,450.08,99
1112.9,2026/09/22 06:45:51.424,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,449.98,99
1118.0,2026/09/22 06:45:56.508,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,450.21,99
1123.1,2026/09/22 06:46:01.592,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,450.02,99
1128.2,2026/09/22 06:46:06.676,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,450.03,99
1133.3,2026/09/22 06:46:11.760,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,450.11,99
1138.3,2026/09/22 06:46:16.844,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,450.02,99
1143.4,2026/09/22 06:46:21.928,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,450.07,99
1148.5,2026/09/22 06:46:26.992,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,449.96,99
1153.6,2026/09/22 06:46:32.076,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,450.05,99
1158.7,2026/09/22 06:46:37.160,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,79,450.17,99
1163.7,2026/09/22 06:46:42.245,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,450.38,99
1168.8,2026/09/22 06:46:47.329,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,79,450.12,99
1173.9,2026/09/22 06:46:52.417,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,78,450.18,99
1179.0,2026/09/22 06:46:57.481,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,78,450.12,99
1184.1,2026/09/22 06:47:02.572,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,78,450.12,99
1189.2,2026/09/22 06:47:07.663,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2340,10501,78,449.99,99
1194.2,2026/09/22 06:47:12.754,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,78,450.06,99
1199.3,2026/09/22 06:47:17.849,GPU-f7f152a8-7ef2-fa17-4745-38a374331d8c,2325,10501,78,450.0,99
